method,model_name,split,threshold_source,label,f1_mean,f1_std,f1_count,auprc_mean,auprc_std,auprc_count,gold_mean,gold_std,gold_count,pred_mean,pred_std,pred_count,gold_rate_mean,gold_rate_std,gold_rate_count,pred_rate_mean,pred_rate_std,pred_rate_count,f1_mean_std,auprc_mean_std,gold_mean_std,pred_mean_std,gold_rate_mean_std,pred_rate_mean_std
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Security: societal,0.3157894736842105,,1,0.28403818403818404,,1,6.0,,1,32.0,,1,0.1875,,1,1.0,,1,0.3158 ± 0.0000,0.2840 ± 0.0000,6.0000 ± 0.0000,32.0000 ± 0.0000,0.1875 ± 0.0000,1.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Self-direction: action,0.0,,1,0.05844155844155844,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0584 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Self-direction: thought,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Stimulation,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Tradition,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: concern,0.11764705882352941,,1,0.26666666666666666,,1,2.0,,1,32.0,,1,0.0625,,1,1.0,,1,0.1176 ± 0.0000,0.2667 ± 0.0000,2.0000 ± 0.0000,32.0000 ± 0.0000,0.0625 ± 0.0000,1.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: nature,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geoloss,microsoft/deberta-v3-base,test,provided,Universalism: tolerance,0.0,,1,0.045454545454545456,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.0455 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Achievement,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Benevolence: caring,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Benevolence: dependability,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Conformity: interpersonal,0.0,,1,0.06481481481481481,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0648 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Conformity: rules,0.06060606060606061,,1,0.08333333333333333,,1,1.0,,1,32.0,,1,0.03125,,1,1.0,,1,0.0606 ± 0.0000,0.0833 ± 0.0000,1.0000 ± 0.0000,32.0000 ± 0.0000,0.0312 ± 0.0000,1.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Face,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Hedonism,0.0,,1,0.07142857142857142,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.0714 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Humility,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Power: dominance,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Power: resources,0.2222222222222222,,1,0.22916666666666663,,1,4.0,,1,32.0,,1,0.125,,1,1.0,,1,0.2222 ± 0.0000,0.2292 ± 0.0000,4.0000 ± 0.0000,32.0000 ± 0.0000,0.1250 ± 0.0000,1.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Security: personal,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Security: societal,0.3157894736842105,,1,0.17803493441617682,,1,6.0,,1,32.0,,1,0.1875,,1,1.0,,1,0.3158 ± 0.0000,0.1780 ± 0.0000,6.0000 ± 0.0000,32.0000 ± 0.0000,0.1875 ± 0.0000,1.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Self-direction: action,0.0,,1,0.05531609195402298,,1,2.0,,1,0.0,,1,0.0625,,1,0.0,,1,0.0000 ± 0.0000,0.0553 ± 0.0000,2.0000 ± 0.0000,0.0000 ± 0.0000,0.0625 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Self-direction: thought,0.0,,1,0.0,,1,0.0,,1,32.0,,1,0.0,,1,1.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,32.0000 ± 0.0000,0.0000 ± 0.0000,1.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Stimulation,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Tradition,0.0,,1,0.0,,1,0.0,,1,28.0,,1,0.0,,1,0.875,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,28.0000 ± 0.0000,0.0000 ± 0.0000,0.8750 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Universalism: concern,0.11764705882352941,,1,0.10846560846560846,,1,2.0,,1,32.0,,1,0.0625,,1,1.0,,1,0.1176 ± 0.0000,0.1085 ± 0.0000,2.0000 ± 0.0000,32.0000 ± 0.0000,0.0625 ± 0.0000,1.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Universalism: nature,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0,,1,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
schwartz_geosmooth,microsoft/deberta-v3-base,test,provided,Universalism: tolerance,0.0,,1,0.038461538461538464,,1,1.0,,1,0.0,,1,0.03125,,1,0.0,,1,0.0000 ± 0.0000,0.0385 ± 0.0000,1.0000 ± 0.0000,0.0000 ± 0.0000,0.0312 ± 0.0000,0.0000 ± 0.0000
