method,model_name,split,seed,threshold_source,label,f1,auprc,gold,pred,gold_rate,pred_rate,source_file
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Face,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Security: personal,0.0,0.0,0.0,32.0,0.0,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Security: societal,0.3157894736842105,0.17803493441617682,6.0,32.0,0.1875,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Tradition,0.0,0.0,0.0,28.0,0.0,0.875,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Conformity: rules,0.06060606060606061,0.08333333333333333,1.0,32.0,0.03125,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Conformity: interpersonal,0.0,0.06481481481481481,2.0,0.0,0.0625,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Humility,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Benevolence: caring,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Benevolence: dependability,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Universalism: concern,0.11764705882352941,0.10846560846560846,2.0,32.0,0.0625,1.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Universalism: nature,0.0,0.0,0.0,0.0,0.0,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
schwartz_geosmooth,microsoft/deberta-v3-base,test,42,provided,Universalism: tolerance,0.0,0.038461538461538464,1.0,0.0,0.03125,0.0,/home/vicyesmo@upvnet.upv.es/schwartz-geometry-value-detection/results/smoke/logs/deberta_schwartz_geosmooth_seed42_deberta-v3-base_test_metrics.json
